id,image_path,mainclass,latent_vector,cluster_label,cluster_center_distance
40,켈리 핀턱 크롭 반팔셔츠.jpg,top,"1.2562124,1.8092601,0.0,0.0,0.13181028,0.0,0.0,0.7056969,0.0,0.0,0.0,0.0,1.199681,0.0,0.81298244,0.0,1.8472674,0.0,0.0,0.42092597,0.0,0.0,2.3509512,0.0032886267,1.6517563,0.72588927,3.9680924,0.0,0.0,0.0,2.0208404,1.4957731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2260354,3.397356,0.0,0.0,2.349795,4.2610054,0.97694457,2.4238627,0.0,0.17789674,0.0,0.0016652048,1.7609692,0.41984594,0.0,0.0,0.8517425,0.0,0.0,0.46723342,0.0",4,0.79835176
41,코끼리 자수 비즈 반팔 쿨링니트[LEMOHAU].jpeg,top,"1.212999,1.7797929,0.0,0.0,0.37824288,0.0,0.0,0.9441711,0.0,0.0,0.0,0.0,1.2149581,0.0,0.8278516,0.43526548,1.3316054,0.0,0.0,0.0,0.0,0.0,1.7718385,0.060796857,1.1094632,0.72132236,4.31261,0.0,0.0,0.0,2.0785615,1.6966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050792933,0.0,0.0,1.5434494,2.9474382,0.0,0.0,1.5980625,4.03222,1.1164088,2.5088558,0.0,0.25173306,0.0,0.4386819,2.2157333,0.7979555,0.0,0.0,0.8763952,0.10271569,0.0,0.0,0.0",13,0.9544011
42,코듀로이 언발카라 스퀘어버튼 셔츠.jpg,top,"1.3199787,1.9383512,0.0,0.0,0.0036450028,0.0,0.0,0.5937619,0.0,0.0,0.0,0.0,1.5959455,0.0,0.78113174,0.0,1.6838224,0.0,0.0,0.0,0.0,0.0,2.0159383,0.0,1.6932244,0.8717365,3.8910074,0.0,0.0,0.0,1.6373174,1.394811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9321921,3.4662998,0.0,0.0,2.1239302,4.3686676,0.92103064,2.622717,0.0,0.6986618,0.0,0.074190736,1.5447229,0.49544823,0.0,0.0,1.1509154,0.04346931,0.0,0.8155775,0.0",4,0.8540941
43,코튼 백슬릿 니트 [블루].jpg,top,"1.3451676,1.8233088,0.0,0.0,0.0,0.0,0.0,0.5221752,0.0,0.0,0.0,0.0,1.343512,0.0,0.9389822,0.0,1.524364,0.0,0.0,0.12807345,0.0,0.0,1.9255114,0.08320826,1.3391976,0.5288286,3.882673,0.0,0.0,0.0,2.0335262,1.793613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2282481,3.0951962,0.0,0.0,2.284518,4.2262115,0.7807549,2.3259482,0.0,0.058324575,0.0,0.0,1.8327963,0.78964245,0.0,0.0,1.0602226,0.08444695,0.0,0.84769475,0.0",2,0.9219931
44,코튼 스트라이프 반팔 셔츠.jpg,top,"1.5344704,1.4793231,0.0,0.0,0.2306989,0.0,0.0,0.4226824,0.0,0.0,0.0,0.0,1.2534747,0.0,1.0954899,0.0,1.6086936,0.0,0.0,0.4220035,0.0,0.0,2.0829394,0.21636194,1.4143188,0.8530146,4.1620607,0.0,0.0,0.0,2.271555,2.008028,0.0,0.0,0.0,0.0,0.31441167,0.0,0.0,0.0,0.0,0.0,0.0,2.17274,3.3679101,0.0,0.0,2.4966166,4.4591656,0.9842046,2.0683522,0.0,0.1338849,0.0,0.020113587,1.7908723,0.08574611,0.0,0.0,1.2187707,0.0,0.0,0.5948882,0.0",1,0.9156639
45,코튼 코일 라인 하프니트 [블루].jpg,top,"1.2756271,1.6237166,0.0,0.0,0.0,0.0,0.0,0.8348623,0.0,0.0,0.0,0.0,1.1826558,0.0,0.6124266,0.0,1.8209184,0.0,0.0,0.35335052,0.0,0.0,2.3718665,0.0,1.532918,1.0547887,3.766584,0.0,0.0,0.0,2.185375,1.3784492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9326766,3.2519526,0.0,0.0,2.120263,4.668214,0.87589264,2.482965,0.0,0.25545216,0.0,0.0,1.684547,0.3371587,0.0,0.0,1.0325778,0.0,0.0,0.7466626,0.0",3,0.8176399
46,코튼 코일 라인 하프니트 [크림].jpg,top,"1.8581462,1.8102591,0.0,0.0,0.0,0.0,0.0,1.2777522,0.0,0.0,0.0,0.0,2.0787678,0.0,0.7888568,0.48511112,2.2689478,0.0,0.0,0.54277956,0.0,0.0,2.058238,0.0,0.91458994,0.7902137,3.7801108,0.0,0.0,0.0,1.8124804,1.3598857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3215077,3.1124926,0.0,0.0,1.968035,4.134151,1.3099461,1.618173,0.0,0.47673678,0.0,0.2911871,1.5799439,0.26395696,0.0,0.0,0.78185713,0.18630487,0.0,0.41090322,0.0",8,1.3109047
47,코튼 파스텔자수 셔츠.jpeg,top,"1.4174503,1.063287,0.0,0.0,0.029394448,0.0,0.0,0.5547147,0.0,0.0,0.0,0.0,1.0479537,0.0,1.0787921,0.31409013,1.6174159,0.0,0.0,0.34003997,0.0,0.0,2.1550975,0.30947632,1.5378323,1.1295553,4.2713876,0.0,0.0,0.0,1.965222,1.7712431,0.0,0.0,0.0,0.0,0.070524335,0.0,0.0,0.0,0.0,0.0,0.0,2.2372873,3.3591905,0.0,0.0,2.0455458,4.138153,0.8469696,2.5612655,0.0,0.5091157,0.0,0.0,1.7587941,0.3604766,0.0,0.0,1.3136204,0.0,0.0,0.39347672,0.0",1,0.8947022
48,코팅면 브이넥 반소매 탑 바이올렛 001.jpg,top,"2.0340695,1.7907168,0.0,0.0,0.0,0.0,0.0,0.7048796,0.0,0.0,0.0,0.0,2.1279626,0.0,0.6755334,0.04255247,1.3209856,0.0,0.0,0.32050985,0.0,0.0,2.068008,0.47790337,1.457519,0.6679826,3.0054007,0.0,0.0,0.0,1.8917298,1.4411844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9613676,3.4738743,0.0,0.0,2.859665,4.236337,0.87751603,2.157421,0.0,0.0,0.0,0.0,1.2684659,0.2511117,0.0,0.0,0.4099083,0.684584,0.0,0.0036791563,0.0",6,1.6500498
49,콜레트 반팔 티셔츠.jpg,top,"1.3362026,1.8665272,0.0,0.0,0.0,0.0,0.0,0.3692373,0.0,0.0,0.0,0.0,1.2433567,0.0,1.3257837,0.0,2.0422773,0.0,0.0,0.0,0.0,0.0,2.2956614,0.0,1.8006158,1.0554386,3.952936,0.0,0.0,0.0,1.9174508,1.118326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410137,3.1278272,0.0,0.0,1.9280685,4.0260673,0.67977715,2.8330612,0.0,0.31502986,0.0,0.0,1.4489677,0.3802979,0.0,0.0,0.8273597,0.0,0.0,0.7173538,0.0",4,0.97772604
50,콜마르 23SS 여성 이집션코튼 카라티 1종 화이트.jpeg,top,"1.5264425,2.0931153,0.0,0.0,0.29147696,0.0,0.0,0.44945836,0.0,0.0,0.0,0.0,1.4279996,0.0,0.84257233,0.48364633,1.7799501,0.0,0.0,0.20934618,0.0,0.0,2.3808846,0.30787265,0.95619565,0.9823835,4.331956,0.0,0.0,0.0,2.1725175,1.5781054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3795896,2.992785,0.0,0.0,1.9249091,4.2805853,0.80999696,2.45407,0.0,0.0,0.0,0.0,1.9133933,0.94300765,0.0,0.0,1.0124198,0.0,0.0,0.12459147,0.0",11,1.1243985
51,쿨링버튼 반팔 티셔츠.jpg,top,"1.265242,1.4864987,0.0,0.0,0.0,0.0,0.0,0.3468132,0.0,0.0,0.0,0.0,1.545196,0.0,1.2357475,0.0,1.6788778,0.0,0.0,0.20914805,0.0,0.0,2.308331,0.018410325,1.4842658,1.0441128,3.9688401,0.0,0.0,0.07984364,1.6643834,1.5387449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3325982,3.6128588,0.0,0.0,2.3450801,4.2141714,0.62621486,2.433021,0.0,0.63245153,0.0,0.1674028,1.3812124,0.0,0.0,0.0,0.9215416,0.0,0.0,0.45770013,0.0",0,1.0164342
52,큐빅 체크 플리츠 블라우스.jpg,top,"1.4637971,1.7350371,0.0,0.0,0.0,0.0,0.0,1.1175773,0.0,0.0,0.0,0.0,1.6751325,0.0,0.43576145,0.0,1.6812673,0.0,0.0,0.18224758,0.0,0.0,2.2194295,0.0,1.6638839,0.82762945,3.8588548,0.0,0.0,0.0,2.0294678,1.5528278,0.0,0.0,0.0,0.0,0.13655433,0.0,0.0,0.0,0.0,0.0,0.0,2.0992448,3.2376354,0.0,0.0,2.4715848,4.5575166,1.0484742,2.483337,0.0,0.37438393,0.0,0.0,1.5653168,0.3109901,0.0,0.0,0.7681372,0.0,0.0,0.43554986,0.0",3,0.7520479
53,큐빅목걸이 민소매 나시.jpg,top,"1.2986143,2.0885465,0.0,0.0,0.26344076,0.0,0.0,0.7015754,0.0,0.0,0.0,0.0,1.7072041,0.0,1.0749097,0.0,1.426307,0.0,0.0,0.2508204,0.0,0.0,1.983117,0.083847165,1.2512894,1.0076951,3.8267941,0.0,0.0,0.0,1.6359224,1.1498089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0033183,3.4376013,0.0,0.0,2.4340239,4.6193237,0.9794235,2.527271,0.0,0.32709694,0.0,0.07917547,1.5666461,0.38015544,0.0,0.0,1.3722861,0.11268967,0.0,0.60737324,0.0",2,0.8806531
54,크롭 베이직 셔츠 - 블루.jpeg,top,"1.4106405,0.93616706,0.0,0.0,0.0,0.0,0.0,0.56649125,0.0,0.0,0.0,0.0,1.1957097,0.0,1.1018499,0.53704315,2.0335631,0.0,0.0,0.27884638,0.0,0.0,2.5177317,0.0,1.6632122,0.7633488,3.7542982,0.0,0.0,0.0,2.1429105,1.6735319,0.0,0.0,0.0,0.0,0.029858842,0.0,0.0,0.0,0.0,0.0,0.0,2.4408712,2.9993281,0.0,0.0,2.3867078,4.2666187,0.6502874,2.0268116,0.0,0.56127405,0.0,0.4218974,1.3330692,0.28638786,0.0,0.0,0.8694489,0.14643186,0.0,0.42358208,0.0",1,1.1981887
55,크롭 블라우스 와이드팬츠 셋업.jpg,top,"1.4795216,1.842407,0.0,0.0,0.0,0.0,0.0,0.8859495,0.0,0.0,0.0,0.0,1.500865,0.0,0.75936675,0.0,1.8611788,0.0,0.0,0.4126283,0.0,0.0,2.2526894,0.0,1.4942569,1.0811023,3.658718,0.0,0.0,0.0,2.097993,1.3169186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.039106,3.212235,0.0,0.0,2.1959205,4.777143,1.3383288,2.5847468,0.0,0.3123765,0.0,0.26198328,1.7279108,0.4774769,0.0,0.0,0.97618794,0.047464877,0.0,0.5270363,0.0",3,0.62068766
56,타이 슬리브리스 블라우스.jpg,top,"1.6990266,1.953327,0.0,0.0,0.07273787,0.0,0.0,0.7639328,0.0,0.0,0.0,0.0,0.86224806,0.0,0.86657387,0.060975075,1.9452946,0.0,0.0,0.29478526,0.0,0.0,2.1127534,0.0,1.4371645,1.0749733,3.8079617,0.0,0.0,0.0,2.2384331,1.5545427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.056768,2.9090264,0.0,0.0,2.3570604,4.0425262,1.1641358,2.3068836,0.0,0.40253663,0.0,0.06720036,1.5998251,0.22008026,0.0,0.0,0.8221843,0.06528294,0.0,0.71275973,0.0",3,1.0872396
57,터틀넥 가오리핏 망토 티셔츠.jpeg,top,"1.2653754,1.8481351,0.0,0.0,0.0,0.0,0.0,0.77010715,0.0,0.0,0.0,0.0,1.3250985,0.0,0.88622534,0.0,1.8701992,0.0,0.0,0.27094787,0.0,0.0,2.2170312,0.0,1.593126,0.95211935,3.873513,0.0,0.0,0.0,1.8487146,1.3029073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0597525,3.3462045,0.0,0.0,2.1053402,4.688882,1.1474761,2.7606754,0.0,0.38575697,0.0,0.0,1.6344829,0.47682202,0.0,0.0,0.8908843,0.0,0.0,0.84905756,0.0",4,0.5756129
58,터틀넥 머플러 세트 니트.jpg,top,"1.3718896,1.3957318,0.0,0.0,0.20332259,0.0,0.0,0.77381504,0.0,0.0,0.0,0.0,1.5814215,0.0,1.0105412,0.3704961,1.734171,0.0,0.0,0.29072583,0.0,0.0,2.1721342,0.19054025,1.5119691,1.0479412,4.133875,0.0,0.0,0.0,2.2117875,1.6810892,0.0,0.0,0.0,0.0,0.16387056,0.0,0.0,0.0,0.0,0.0,0.0,2.2349763,3.3628187,0.0,0.0,2.3688407,4.3651657,1.0124307,2.5752616,0.0,0.3032658,0.0,0.0,1.6268542,0.41704518,0.0,0.0,1.0497657,0.0,0.0,0.61324716,0.0",1,0.56114155
59,텐셀원단 기모 티셔츠_VVBALXS2436.jpeg,top,"1.2715342,1.1739094,0.0,0.0,0.066957444,0.0,0.0,0.6046669,0.0,0.0,0.0,0.0,1.2732775,0.0,0.8493637,0.3145392,1.8257425,0.0,0.0,0.07185024,0.0,0.0,2.4601877,0.0,1.4549277,0.7520219,3.7425294,0.0,0.0,0.0,1.7805859,1.3744887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76781,3.0714502,0.0,0.0,2.1778874,4.4889574,0.68574893,2.400804,0.0,0.32427907,0.0,0.31992754,1.5777112,0.22494859,0.0,0.0,1.0112151,0.0,0.0,0.29220045,0.0",0,0.84098893
60,투톤 배색 하이넥 컷소우 222MC17.jpg,top,"1.4140949,1.6836205,0.0,0.0,0.0,0.0,0.0,0.8635243,0.0,0.0,0.0,0.0,1.5774174,0.0,1.004106,0.0,1.8895106,0.0,0.0,0.21725512,0.0,0.0,2.2593555,0.0,1.8214222,0.7908957,3.7721572,0.0,0.0,0.0,1.8662655,1.3384509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.063621,3.0282135,0.0,0.0,2.271306,4.716545,1.2597384,2.698399,0.0,0.3790574,0.0,0.28774178,1.5986187,0.5743505,0.0,0.0,0.8692225,0.0,0.0,0.63237023,0.0",4,0.62694526
61,트루릴리젼 여성 티셔츠 3종.jpg,top,"1.2417891,1.8182881,0.0,0.0,0.5285791,0.0,0.0,0.65771055,0.0,0.20715022,0.0,0.0,1.3703539,0.0,1.083524,1.5229483,1.6737458,0.0,0.0,0.0,0.0,0.0,2.8626676,0.0,1.7500632,1.6177139,3.9102223,0.0,0.0,0.0,1.8007729,1.6814526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8259352,2.6912324,0.0,0.0,1.7492241,3.9629002,0.9390596,2.3120437,0.0,0.44560862,0.0,0.56370324,1.1762357,0.8963407,0.0,0.0,0.8601233,0.59391296,0.0,0.23316967,0.0",11,1.6670605
62,트위드 라운드넥 베스트_SWWVTM11010.jpg,top,"1.569436,1.2641709,0.0,0.0,0.15959904,0.0,0.0,0.6296255,0.0,0.0,0.0,0.0,1.3327581,0.0,0.8779549,0.048180223,1.670269,0.0,0.0,0.15831727,0.0,0.0,2.5727274,0.0,1.421062,0.93644273,3.7929401,0.0,0.0,0.0,1.8524274,1.2954954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3501358,2.9791,0.0,0.0,2.0405312,4.499503,1.00984,2.410374,0.0,0.01340127,0.0,0.0,1.7433105,0.34261692,0.0,0.0,1.073408,0.0,0.0,0.5300219,0.0",4,0.8924116
63,패치 디자인 후드 집업 (BDCCX2965).blob,top,"1.5753641,1.6248207,0.0,0.0,0.0,0.0,0.0,0.6700012,0.0,0.0,0.0,0.0,1.5933957,0.0,1.0305529,0.0,1.8655071,0.0,0.0,0.2886783,0.0,0.0,2.4291213,0.0,1.7178153,1.0401692,3.7077959,0.0,0.0,0.0,2.0411935,1.2800114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3145325,2.830245,0.0,0.0,2.2613835,4.725891,1.2460607,2.7664444,0.0,0.098823786,0.0,0.092262864,1.6361625,0.64339453,0.0,0.0,0.9537506,0.026836693,0.0,0.71680486,0.0",4,0.740885
64,패치 디자인 후드 집업 (BDCCX2965).png,top,"1.5753634,1.6248206,0.0,0.0,0.0,0.0,0.0,0.67000175,0.0,0.0,0.0,0.0,1.5933965,0.0,1.0305524,0.0,1.8655076,0.0,0.0,0.28867817,0.0,0.0,2.429122,0.0,1.7178155,1.040168,3.7077951,0.0,0.0,0.0,2.0411928,1.2800115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3145323,2.830245,0.0,0.0,2.2613835,4.725891,1.2460606,2.7664447,0.0,0.09882331,0.0,0.09226197,1.6361632,0.64339495,0.0,0.0,0.95375025,0.026837252,0.0,0.7168046,0.0",4,0.7408853
65,펄 글로시 브이넥 니트.jpg,top,"1.4586542,2.132724,0.0,0.0,0.0,0.0,0.0,0.72876763,0.0,0.0,0.0,0.0,1.3281329,0.0,0.7921992,0.0,1.4967387,0.0,0.0,0.0628432,0.0,0.0,1.7025052,0.17609638,1.3230073,0.7361338,3.9965897,0.0,0.0,0.0,1.8642135,1.6226766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9901409,3.3487113,0.0,0.0,2.184989,4.7470856,1.394046,2.5998158,0.0,0.2425847,0.0,0.10580754,1.6383739,0.31194592,0.0,0.0,1.0983987,0.18331586,0.0,0.45695662,0.0",2,0.75290596
66,펄 빅카라 버튼 포인트 프릴 가디건.jpg,top,"1.1611246,1.7337551,0.0,0.0,0.0,0.0,0.0,1.0529978,0.0,0.0,0.0,0.0,1.5736243,0.0,0.8790328,0.400334,1.9906071,0.0,0.0,0.057404995,0.0,0.0,2.198248,0.0,0.9227781,0.5662986,3.6853049,0.0,0.0,0.0,1.9857202,1.9082394,0.0,0.0,0.0,0.0,0.33365744,0.0,0.0,0.0,0.0,0.0,0.0,2.1781914,3.737833,0.0,0.0,2.369562,4.3898325,0.900831,2.547127,0.0,0.54418516,0.0,0.0,1.7069044,0.89434516,0.0,0.0,0.7383925,0.15852553,0.0,0.45715582,0.0",0,1.1615949
67,페이즐 슬리브 카라 블라우스.jpeg,top,"1.1185141,2.0064843,0.0,0.0,0.0,0.0,0.0,0.2508825,0.0,0.0,0.0,0.0,1.8728164,0.0,1.1982949,0.0,1.513225,0.0,0.0,0.18561661,0.0,0.0,1.7603102,0.05604273,1.1538347,1.0304456,3.8710392,0.0,0.0,0.0,1.7798063,1.4041352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2088897,3.7119231,0.0,0.0,2.3844497,4.396184,0.79868066,2.6275296,0.0,0.3847952,0.0,0.0,1.4854937,0.24585176,0.0,0.0,1.161774,0.0,0.0,1.0236975,0.0",2,1.214999
68,페플럼 프릴 니트 [IVORY] _ W22F06005.jpg,top,"1.325875,1.6767946,0.0,0.0,0.0,0.0,0.0,1.0801253,0.0,0.0,0.0,0.0,1.5197244,0.0,0.9689389,0.27415496,1.7773399,0.0,0.0,0.0,0.0,0.0,1.882746,0.0,1.1208558,0.85000163,4.651628,0.0,0.0,0.13093561,1.714094,1.3806908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0398817,2.542093,0.0,0.0,2.3712726,4.5121346,1.7350531,2.506365,0.0,0.0,0.0,0.83285373,1.5841603,0.599501,0.0,0.0,1.1103328,0.17446567,0.0,0.17202032,0.0",13,1.2822024
69,포마르 쉬폰 V넥 블라우스.jpg,top,"1.1588882,1.7801445,0.0,0.0,0.0,0.0,0.0,0.14254057,0.0,0.0,0.0,0.0,1.4302528,0.0,1.1528167,0.0,2.2361495,0.0,0.0,0.0,0.0,0.0,2.4187288,0.0,1.5607445,0.602592,4.605482,0.0,0.0,0.06654638,1.7364732,1.4392799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3059628,0.0,0.0,2.7906265,3.5651476,0.0,0.0,1.9956082,4.497266,0.80789083,2.5938623,0.0,1.2693713,0.0,0.27806938,1.3041464,0.28560096,0.0,0.0,0.82508504,0.16661495,0.0,0.23264301,0.0",0,1.4451555
70,포켓 진주 디테일 세미크롭 티셔츠.jpg,top,"1.3463035,1.6707116,0.0,0.0,0.04887137,0.0,0.0,0.60593003,0.0,0.0,0.0,0.0,1.498085,0.0,0.8851199,0.027670383,1.8496177,0.0,0.0,0.011055231,0.0,0.0,2.3736057,0.0,1.4820563,0.9401685,3.939224,0.0,0.0,0.0,2.013528,1.5706414,0.0,0.0,0.0,0.0,0.064307824,0.0,0.0,0.0,0.0,0.0,0.0,2.3885584,3.1725,0.0,0.0,2.0891044,4.484055,1.2168354,2.352342,0.0,0.19372511,0.0,0.41090274,1.5885205,0.17090535,0.0,0.0,1.0792891,0.08570327,0.0,0.49287212,0.0",4,0.74574494
71,포켓 카라 데님 자켓ENBJ33901C.jpg,top,"1.3973571,1.3917954,0.0,0.0,0.023681462,0.0,0.0,0.5203651,0.0,0.0,0.0,0.0,1.3942281,0.0,1.3204482,0.062369943,1.7430224,0.0,0.0,0.0,0.0,0.0,2.5250525,0.0,1.9016417,0.97595096,3.744257,0.0,0.0,0.0,2.0762453,1.3551583,0.0,0.0,0.17974204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6956954,3.0922916,0.0,0.0,2.3061883,4.3231106,0.71302104,2.9393973,0.0,0.13369346,0.0,0.6350794,1.4798181,0.62424654,0.0,0.0,1.0542486,0.08934979,0.0,0.44724977,0.0",4,1.127375
72,포켓 포인트 롱 셔츠_1H61506.jpg,top,"1.329085,1.7974045,0.0,0.0,0.0,0.0,0.0,0.87281317,0.0,0.0,0.0,0.0,1.1993395,0.0,1.0692594,0.094321966,1.8139873,0.0,0.0,0.020975113,0.0,0.0,2.193769,0.0,1.5319852,0.89640594,4.0123734,0.0,0.0,0.0,1.4466113,0.98043334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1337285,3.28377,0.0,0.0,2.3188784,4.520241,0.6654871,2.566527,0.0,0.4457326,0.0,0.060350895,1.287466,0.6229341,0.0,0.0,0.9571104,0.20820741,0.0,0.7196522,0.0",4,0.882147
73,폴라넥 울 니트 4NT050.jpg,top,"1.4183787,1.7530379,0.0,0.0,0.06370771,0.0,0.0,0.7728655,0.0,0.0,0.0,0.0,1.4504986,0.0,0.96039057,0.0,1.6088626,0.0,0.0,0.22352445,0.0,0.0,2.4888303,0.0,1.6285536,0.75406224,3.8218036,0.0,0.0,0.0,2.1145246,1.5736741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3467946,3.246831,0.0,0.0,2.1908488,4.5905185,0.6858855,2.5086813,0.0,0.2529757,0.0,0.0,1.6358395,0.44032606,0.0,0.0,0.9073169,0.0,0.0,0.67795014,0.0",4,0.6457161
74,푸마골프 23SS 우븐 카라티셔츠 3종(남성).jpg,top,"1.544558,1.6003133,0.0,0.0,0.29938045,0.0,0.0,0.777631,0.0,0.27721214,0.0,0.0,1.1628771,0.0,0.50083226,0.34094965,1.7124922,0.0,0.0,0.16720784,0.0,0.0,2.1394887,0.0,1.7924601,1.42556,3.6148872,0.0,0.0,0.0,2.0142987,1.2939398,0.0,0.0,0.0,0.0,0.15604195,0.0,0.0,0.0,0.0,0.0,0.0,1.7622952,3.0386832,0.0,0.0,2.5948243,3.7909455,1.2889569,2.9371939,0.0,0.31197,0.0,0.16759968,1.9702926,0.76148665,0.0,0.0,0.6175885,0.7144693,0.0,0.0,0.0",13,1.5767152
75,프렌치 린넨 V넥 니트.jpeg,top,"1.5177644,1.4964992,0.0,0.0,0.0,0.0,0.0,0.83702564,0.0,0.0,0.0,0.0,0.8525784,0.0,0.51453334,0.41170764,1.5910275,0.0,0.0,0.6575418,0.0,0.0,2.0912342,0.65055084,1.126696,1.0703743,3.9678028,0.0,0.0,0.0,2.4838352,1.623588,0.0,0.0,0.0,0.0,0.11640492,0.0,0.0,0.0,0.0,0.0,0.0,2.1560307,3.1866841,0.0,0.0,2.2883368,4.498152,0.72390205,2.2082825,0.0,0.051294804,0.0,0.0,1.6342984,0.2221055,0.0,0.0,0.95294225,0.0,0.0,0.5425029,0.0",1,1.1537399
76,프렌치 린넨100 블라우스 1종.jpg,top,"1.3630655,1.3020324,0.0,0.0,0.0,0.0,0.0,0.5656551,0.0,0.0,0.0,0.0,1.5167652,0.0,0.7705287,0.27792907,1.8176482,0.0,0.0,0.15687507,0.0,0.0,2.2615497,0.0,1.3258471,0.50039077,3.8772984,0.0,0.0,0.0,1.9452363,1.1919849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.213586,3.0091853,0.0,0.0,2.4801033,4.2270293,0.66353464,2.2702205,0.0,0.38533545,0.0,0.0,1.3830673,0.528044,0.0,0.0,0.46190894,0.015980467,0.0,0.7668699,0.0",6,0.99831885
77,프렌치 무드 캐미솔.jpeg,top,"1.551474,1.6082602,0.0,0.0,0.1342983,0.0,0.0,0.9269691,0.0,0.0,0.0,0.0,1.3662397,0.0,0.80857074,0.0,1.6027231,0.0,0.0,0.41861033,0.0,0.0,2.430696,0.0,1.3925079,0.98092335,3.9263313,0.0,0.0,0.0,2.2367613,1.4361405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3309832,3.0721114,0.0,0.0,2.1669412,4.6044865,0.9016511,1.9878465,0.0,0.0,0.0,0.0,1.7664561,0.25449166,0.0,0.0,1.1307423,0.15711036,0.0,0.45308578,0.0",6,0.9276842
78,프렌치린넨100 니트.jpg,top,"1.5256332,1.5889919,0.0,0.0,0.1256487,0.0,0.0,0.842319,0.0,0.0,0.0,0.0,1.6616039,0.0,0.76862615,0.21306247,1.9110478,0.0,0.0,0.21690857,0.0,0.0,2.174662,0.0,1.5193037,0.7087609,3.8494139,0.0,0.0,0.0,2.0620642,1.4790508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9276774,3.2076,0.0,0.0,2.2798471,4.4976187,1.3626697,2.9159765,0.0,0.726151,0.0,0.22608548,1.69661,0.7735954,0.0,0.0,0.7496358,0.0,0.0,0.53288746,0.0",3,0.63010746
79,프린트 분또티셔츠_VOCALYS1461.jpeg,top,"1.5266005,1.4961286,0.0,0.0,0.15764815,0.0,0.0,0.6575897,0.0,0.0,0.0,0.0,1.5954734,0.0,0.8063605,0.42768723,1.7946422,0.0,0.0,0.17715657,0.0,0.0,2.042999,0.2218839,1.4310455,0.697306,3.8498487,0.0,0.0,0.0,2.2934244,1.2508087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7422862,2.9493365,0.0,0.0,2.0559182,4.2044854,1.2620811,2.2157235,0.0,0.41530275,0.0,0.04447332,1.2909331,0.30150056,0.0,0.0,0.91320133,0.0,0.0,0.75883603,0.0",3,1.0317992
